देश विदेश भारतीय सुहागिनों तीज क़ी हार्दिक शुभकामना	Sudhir Karan	SudhirCcl	Ranchi, Jharkhand, India			
amarujalanews सरबजीत रिहाई पूरी उम्मीद वकील amarujalanews	Amar Ujala	Amar_Ujala_News	India			http://t.co/2G8AAMR9,http://t.co/q2XvRvKx:,http://t.co/DjQT7rsW
amarujalanews ईयू लगाएगा तेल खरीदने प्रतिबंध amarujalanews ईयू	Amar Ujala	Amar_Ujala_News	India			http://t.co/2G8AAMR9,http://t.co/YCCumzIe:,http://t.co/bEPgk6Iw
amarujalanews लोकपाल बिल भाजपा असमंजस में amarujalanews लोकपाल	Amar Ujala	Amar_Ujala_News	India			http://t.co/2G8AAMR9,http://t.co/E7hC3vlX:,http://t.co/wIOm56x8
amarujalanews ब्राजील में वाहनों बिक्री फीसदी बढ़ी amarujalanews	Amar Ujala	Amar_Ujala_News	India			http://t.co/2G8AAMR9,http://t.co/pTzubWRO:,http://t.co/wPpxSV3J
amarujalanews रूठे हुए गुरु मनाइए फिर देखिए जेब चमत्कार	Amar Ujala	Amar_Ujala_News	India			http://t.co/2G8AAMR9,http://t.co/bKToBirb:...,http://t.co/GkjBQqLy
मुददे भाजपा असमजंस में रहती भटकती नजर आती लोकपाल परभी नहीं रही क्या करें किधर जाए	Shkl Kbr	ShakeelKabeer	india		@MPNaveenJindal	
मुददे भाजपा असमजंस में रहती भटकती नजर आती लोकपाल परभी नहीं रही क्या करें किधर जाए	Shkl Kbr	ShakeelKabeer	india		@sagarikaghose	
अगर गलती रजनीकांत अगर गाना kolavari दिया होता शायद इसे राष्ट्रगान घोषित दिया जाता	Shkl Kbr	ShakeelKabeer	india			
पता लगा रजनीकांत नाम काफी रजनीकांत दामाद जिसने कोलावेरी गाया	Shkl Kbr	ShakeelKabeer	india			
क्या तुम मुझसे प्यार करोगी	My Past Moments	lose_4_love	New Delhi, India		@HimaniRawat1995	http://mypastmoments.blogspot.com/2010/08/blog-post.html
web news india सुधींद्र कुलकर्णी नवंबर जेल में रहेंगे	Indra Kumar	shuklawni	not-given			http://t.co/7ntPdewP
web news india पाकिस्तान मिली सुरक्षा परिषद अस्थायी सदस्यता	Indra Kumar	shuklawni	not-given			http://t.co/BiB8ycM8
web news india गद्दाफ़ी अज्ञात स्थान दफ़नाने योजना	Indra Kumar	shuklawni	not-given			http://t.co/aWrXGxxk
hindi khabar मार्च दिल्ली बंधक बनाएंगे जाट दूध पानी lpg सप्लाई रोकेंगे	Hindi Khabar	HindiKhabar	New Delhi			http://goo.gl/2WmNp
hindi khabar ममता फैंकी गुगली अड़ी कांग्रेस सीटों टरकाया	Hindi Khabar	HindiKhabar	New Delhi			http://goo.gl/zU8yr
hindi khabar थॉमस सबसे बड़ा झटका राष्ट्रपति रद्द नियुक्ति	Hindi Khabar	HindiKhabar	New Delhi			http://goo.gl/49RiT
hindi khabar आरक्षण अड़े जाटों बातचीत करेंगे चिदंबरम नेताओं दिल्ली बुलाया	Hindi Khabar	HindiKhabar	New Delhi			http://goo.gl/UU3YY
तेल कीमतें बढ़ीं शेयर बाज़ार लुढ़के	Hindi Khabar	HindiKhabar	New Delhi			http://hindikhabar.com/article_details.php?NewsID=6188
hindi khabar फिल्मों में काम करने लिए पति छोड़ेंगी आयशा टाकिया	Hindi Khabar	HindiKhabar	New Delhi			http://goo.gl/2DeS8
hindi khabar जयपुर चेन्नई स्पाइसजेट में हुई इमरजेंसी लैंडिंग	Hindi Khabar	HindiKhabar	New Delhi			http://goo.gl/Z4tmJ
hindi khabar टीम इंडिया ड्रेसिंग रूम में सट्टेबाज़ धोनी मुलाकात	Hindi Khabar	HindiKhabar	New Delhi			http://goo.gl/VkDWr
hindikhabar com दूरदर्शन न्यूज़ एंकर रिपोर्टर भर्तियां रद्द गड़बड़ियों कारण कैट आदेश।	Hindi Khabar	HindiKhabar	New Delhi			http://goo.gl/SJVn, www.HindiKhabar.com
नहीं रहे सत्यदेव दुबे	Kush Srivastava	kushsn	not-given			http://t.co/0NoUWl1P
बिहार नक्सलियों आरा मशीनें फूंकी	Kush Srivastava	kushsn	not-given			http://t.co/Ajf11vnS
लीबियाई बैंक प्रतिबंध हटाएगा यूरोपीय संघ	Kush Srivastava	kushsn	not-given			http://t.co/B5VArwo6
कांग्रेस अन्ना बीजेपी एजेंट बताया आरएसएस एजेंट बताया lic एजेंट बताना बाकी गया	Prakash Mishra	prakash_pm	Bhopal		@ravishndtv	
मुहब्बत बहुत छोटा शब्द इतना छोटा उसमें आँगन कोना नही समा सकता परेशानी भाषा पास मुहब्बत बड़ा कोई शब्द नहीं	anjule shyam maurya	anjuleshyam	mumbai			
ibn आशुतोष हिंदुस्तान एडिटोरियल पेज पीएम मनमोहन सिंह बिगड़ी हुई छवि बनाने लिए उनकी ttm ताबड़तोड़ मालिश रहे हैं	anjule shyam maurya	anjuleshyam	mumbai			
मुद्दतें गुजरी मैने याद उसको किया कौन बरसा फिर मेरी आँखों अम्बर तरह	anjule shyam maurya	anjuleshyam	mumbai		@InduSingh6	
डिब्बा…स्टेनली का… via	anjule shyam maurya	anjuleshyam	mumbai		@AddThis	http://t.co/8iyShpy
हाँ बेटा बुझने देना लेकिन रहना खुद झुलस जावो	anjule shyam maurya	anjuleshyam	mumbai		@sumitghosh2	
सुबह होती शाम होती उम्र यूँ तमाम होती अज्ञात	anjule shyam maurya	anjuleshyam	mumbai			
म्न्हुश हवाओंसे बचाती हैं बेटियां औरघर मोहब्बतसे सजती हैं बेटियां खातून हीखातून दुश्मन हैतभी बेटी खुद क़त्ल कराती हैं बेटियां	anjule shyam maurya	anjuleshyam	mumbai			
अण्णा बार बार सरकार विरुद्ध लडने आव्हान करने बजाय स्वम चुनाव में खड़े होकर पूरा सुधार कराना होगा	Dharamchand Jain	DharamchandJ	not-given		@ahazare	
कोई जनता प्रति बफादार नही नेता indrajee जैसा तथा सेनापति manekasa जैसा होना चाहिए	Dharamchand Jain	DharamchandJ	not-given			
